Madrid,Tokio,2025-11-21,2025-11-28,Korean Air,245.00 EUR,745.00 EUR,25
Madrid,Pekin,2025-12-05,2025-12-12,Korean Air,195.00 EUR,585.00 EUR,30
Madrid,Tokio,2025-11-28,2025-12-05,Air China,265.00 EUR,795.00 EUR,22
Madrid,Seul,2025-12-06,2025-12-13,Air China,195.00 EUR,585.00 EUR,28
Madrid,Tokio,2025-12-10,2025-12-24,Qantas,685.00 EUR,2450.00 EUR,12
Madrid,Melbourne,2025-11-22,2025-11-29,Qantas,125.00 EUR,375.00 EUR,40
Madrid,Sidney,2025-11-23,2025-11-30,Qantas,125.00 EUR,375.00 EUR,38
Madrid,Singapur,2025-12-08,2025-12-22,Singapore Airlines,485.00 EUR,1750.00 EUR,15
Madrid,Madrid,2025-12-15,2025-12-29,Emirates,465.00 EUR,1850.00 EUR,10
Madrid,Londres,2025-12-05,2025-12-19,Emirates,425.00 EUR,1650.00 EUR,12
Madrid,Paris,2025-11-28,2025-12-12,Emirates,445.00 EUR,1750.00 EUR,15
Madrid,Madrid,2025-12-08,2025-12-22,EgyptAir,385.00 EUR,1450.00 EUR,18
Madrid,Paris,2025-11-25,2025-12-09,EgyptAir,345.00 EUR,1250.00 EUR,20
Madrid,Madrid,2025-12-10,2025-12-24,Turkish Airlines,295.00 EUR,985.00 EUR,22
Madrid,Paris,2025-11-28,2025-12-12,Turkish Airlines,265.00 EUR,865.00 EUR,25
Madrid,Londres,2025-12-05,2025-12-19,Turkish Airlines,285.00 EUR,935.00 EUR,20
Madrid,Singapur,2025-11-20,2025-11-27,Thai Airways,185.00 EUR,565.00 EUR,30
Madrid,Tokio,2025-12-08,2025-12-22,Thai Airways,425.00 EUR,1550.00 EUR,18
Madrid,Bangkok,2025-11-21,2025-11-28,Singapore Airlines,185.00 EUR,565.00 EUR,28
Madrid,Tokio,2025-12-10,2025-12-24,Singapore Airlines,465.00 EUR,1650.00 EUR,15
Madrid,Melbourne,2025-12-09,2025-12-23,Singapore Airlines,485.00 EUR,1750.00 EUR,12
Madrid,Madrid,2025-12-12,2025-12-26,Aeroflot,385.00 EUR,1450.00 EUR,15
Madrid,Paris,2025-11-28,2025-12-12,Aeroflot,345.00 EUR,1250.00 EUR,18
Madrid,Madrid,2025-12-08,2025-12-22,LOT,265.00 EUR,785.00 EUR,20
Madrid,Paris,2025-11-25,2025-12-09,LOT,225.00 EUR,685.00 EUR,25
Madrid,Madrid,2025-12-10,2025-12-24,Wizz Air,185.00 EUR,565.00 EUR,22
Madrid,Londres,2025-11-28,2025-12-12,Wizz Air,145.00 EUR,435.00 EUR,30
Madrid,Madrid,2025-12-05,2025-12-19,Aer Lingus,165.00 EUR,485.00 EUR,25
Madrid,Londres,2025-11-22,2025-11-29,Ryanair,58.00 EUR,165.00 EUR,45
Madrid,Paris,2025-12-08,2025-12-15,Aer Lingus,125.00 EUR,375.00 EUR,28
Madrid,Londres,2025-11-25,2025-12-02,British Airways,68.00 EUR,195.00 EUR,40
Madrid,Dublin,2025-12-10,2025-12-17,Ryanair,75.00 EUR,215.00 EUR,35
